0	0
0.05	0
0.1	0
0.15	0
0.2	0
0.25	0
0.3	0
0.35	0
0.4	0
0.45	0
0.5	0
0.55	0
0.6	0
0.65	0
0.7	0
0.75	0
0.8	0
0.85	0
0.9	0
0.95	0
1	0
1.05	0
1.1	0
1.15	0
1.2	0
1.25	0
1.3	0
1.35	0
1.4	0
1.45	0
1.5	0
1.55	0
1.6	0
1.65	0
1.7	0
1.75	0
1.8	0
1.85	0
1.9	0
1.95	0
2	0
2.05	0
2.1	0
2.15	0
2.2	0
2.25	0
2.3	0
2.35	0
2.4	0
2.45	0
2.5	0
2.55	0
2.6	0
2.65	0
2.7	0
2.75	0
2.8	0
2.85	0
2.9	0
2.95	0
3	0
3.05	0
3.1	0
3.15	0
3.2	0
3.25	0
3.3	0
3.35	0
3.4	0
3.45	0
3.5	0
3.55	0
3.6	0
3.65	0
3.7	0
3.75	0
3.8	0
3.85	0
3.9	0
3.95	0
4	0
4.05	0
4.1	0
4.15	0
4.2	0
4.25	0
4.3	0
4.35	0
4.4	0
4.45	0
4.5	0
4.55	0
4.6	0
4.65	0
4.7	0
4.75	0
4.8	0
4.85	0
4.9	0
4.95	0
5	0
5.05	0
5.1	0
5.15	0
5.2	0
5.25	0
5.3	0
5.35	0
5.4	0
5.45	0
5.5	0
5.55	0
5.6	0
5.65	0
5.7	0
5.75	0
5.8	0
5.85	0
5.9	0
5.95	0
6	0
6.05	0
6.1	0
6.15	0
6.2	0
6.25	0
6.3	0
6.35	0
6.4	0
6.45	0
6.5	0
6.55	0
6.6	0
6.65	0
6.7	0
6.75	0
6.8	0
6.85	0
6.9	0
6.95	0
7	0
7.05	0
7.1	0
7.15	0
7.2	0
7.25	0
7.3	0
7.35	0
7.4	0
7.45	0
7.5	0
7.55	0
7.6	0
7.65	0
7.7	0
7.75	0
7.8	0
7.85	0
7.9	0
7.95	0
8	0
8.05	0
8.1	0
8.15	0
8.2	0
8.25	0
8.3	0
8.35	0
8.4	0
8.45	0
8.5	0
8.55	0
8.6	0
8.65	0
8.7	0
8.75	0
8.8	0
8.85	0
8.9	0
8.95	0
9	0
9.05	0
9.1	0
9.15	0
9.2	0
9.25	0
9.3	0
9.35	0
9.4	0
9.45	0
9.5	0
9.55	0
9.6	0
9.65	0
9.7	0
9.75	0
9.8	0
9.85	0
9.9	0
9.95	0
10	0
10.05	0
10.1	0
10.15	0
10.2	0
10.25	0
10.3	0
10.35	0
10.4	0
10.45	0
10.5	0
10.55	0
10.6	0
10.65	0
10.7	0
10.75	0
10.8	0
10.85	0
10.9	0
10.95	0
11	0
11.05	0
11.1	0
11.15	0
11.2	0
11.25	0
11.3	0
11.35	0
11.4	0
11.45	0
11.5	0
11.55	0
11.6	0
11.65	0
11.7	0
11.75	0
11.8	0
11.85	0
11.9	0
11.95	0
12	0
12.05	0
12.1	0
12.15	0
12.2	0
12.25	0
12.3	0
12.35	0
12.4	0
12.45	0
12.5	0
12.55	0
12.6	0
12.65	0
12.7	0
12.75	0
12.8	0
12.85	0
12.9	0
12.95	0
13	0
13.05	0
13.1	0
13.15	0
13.2	0
13.25	0
13.3	0
13.35	0
13.4	0
13.45	0
13.5	0
13.55	0
13.6	0
13.65	0
13.7	0
13.75	0
13.8	0
13.85	0
13.9	0
13.95	0
14	0
14.05	0
14.1	0
14.15	0
14.2	0
14.25	0
14.3	0
14.35	0
14.4	0
14.45	0
14.5	0
14.55	0
14.6	0
14.65	0
14.7	0
14.75	0
14.8	0
14.85	0
14.9	0
14.95	0
15	0
15.05	0
15.1	0
15.15	0
15.2	0
15.25	0
15.3	0
15.35	0
15.4	0
15.45	0
15.5	0
15.55	0
15.6	0
15.65	0
15.7	0
15.75	0
15.8	0
15.85	0
15.9	0
15.95	0
16	0
16.05	0
16.1	0
16.15	0
16.2	0
16.25	0
16.3	0
16.35	0
16.4	0
16.45	0
16.5	0
16.55	0
16.6	0
16.65	0
16.7	0
16.75	0
16.8	0
16.85	0
16.9	0
16.95	0
17	0
17.05	0
17.1	0
17.15	0
17.2	0
17.25	0
17.3	0
17.35	0
17.4	0
17.45	0
17.5	0
17.55	0
17.6	0
17.65	0
17.7	0
17.75	0
17.8	0
17.85	0
17.9	0
17.95	0
18	0
18.05	0
18.1	0
18.15	0
18.2	0
18.25	0
18.3	0
18.35	0
18.4	0
18.45	0
18.5	0
18.55	0
18.6	0
18.65	0
18.7	0
18.75	0
18.8	0
18.85	0
18.9	0
18.95	0
19	0
19.05	0
19.1	0
19.15	0
19.2	0
19.25	0
19.3	0
19.35	0
19.4	0
19.45	0
19.5	0
19.55	0
19.6	0
19.65	0
19.7	0
19.75	0
19.8	0
19.85	0
19.9	0
19.95	0
20	0
20.05	0
20.1	0
20.15	0
20.2	0
20.25	0
20.3	0
20.35	0
20.4	0
20.45	0
20.5	0
20.55	0
20.6	0
20.65	0
20.7	0
20.75	0
20.8	0
20.85	0
20.9	0
20.95	0
21	0
21.05	0
21.1	0
21.15	0
21.2	0
21.25	0
21.3	0
21.35	0
21.4	0
21.45	0
21.5	0
21.55	0
21.6	0
21.65	0
21.7	0
21.75	0
21.8	0
21.85	0
21.9	0
21.95	0
22	0
22.05	0
22.1	0
22.15	0
22.2	0
22.25	0
22.3	0
22.35	0
22.4	0
22.45	0
22.5	0
22.55	0
22.6	0
22.65	0.00013
22.7	0.00026
22.75	0.00052
22.8	0.00117
22.85	0.00194
22.9	0.00324
22.95	0.00493
23	0.00715
23.05	0.01003
23.1	0.01317
23.15	0.0167
23.2	0.02076
23.25	0.02534
23.3	0.03072
23.35	0.03704
23.4	0.04441
23.45	0.05301
23.5	0.06298
23.55	0.07388
23.6	0.08571
23.65	0.09809
23.7	0.11141
23.75	0.1262
23.8	0.14194
23.85	0.15918
23.9	0.1772
23.95	0.19574
24	0.21508
24.05	0.23509
24.1	0.25592
24.15	0.27831
24.2	0.30222
24.25	0.32749
24.3	0.35491
24.35	0.38379
24.4	0.41378
24.45	0.44492
24.5	0.47706
24.55	0.50979
24.6	0.54417
24.65	0.58089
24.7	0.62001
24.75	0.66193
24.8	0.70642
24.85	0.75251
24.9	0.80214
24.95	0.85444
25	0.90884
25.05	0.9644
25.1	1.02235
25.15	1.08183
25.2	1.143
25.25	1.20601
25.3	1.27102
25.35	1.33788
25.4	1.4061
25.45	1.4752
25.5	1.54556
25.55	1.61733
25.6	1.68985
25.65	1.7631
25.7	1.83673
25.75	1.9111
25.8	1.98662
25.85	2.06268
25.9	2.13949
25.95	2.21658
26	2.29494
26.05	2.37561
26.1	2.45775
26.15	2.54119
26.2	2.62521
26.25	2.71031
26.3	2.79638
26.35	2.88266
26.4	2.96991
26.45	3.05844
26.5	3.14826
26.55	3.23923
26.6	3.33093
26.65	3.42307
26.7	3.51613
26.75	3.61083
26.8	3.70668
26.85	3.80347
26.9	3.90072
26.95	3.99952
27	4.09928
27.05	4.2
27.1	4.30142
27.15	4.40293
27.2	4.50468
27.25	4.60739
27.3	4.7109
27.35	4.81468
27.4	4.91924
27.45	5.02405
27.5	5.12946
27.55	5.23545
27.6	5.34152
27.65	5.44821
27.7	5.55548
27.75	5.66302
27.8	5.77077
27.85	5.87859
27.9	5.98666
27.95	6.09498
28	6.20337
28.05	6.31218
28.1	6.42163
28.15	6.53114
28.2	6.64146
28.25	6.75239
28.3	6.86392
